id,relevant,correct,text,irrelevant
5199,Barack Obama,Bert Patenaude,Question: first player to score hat trick in world cup final,the grocery store
5200,a type of fruit,biscuit-sized cakes,Question: are jaffa cakes a biscuit or a cake,From the moon
5201,Michael Scott,Dwight,Question: whose baby is angela having on the office,the pinky toe
5202,Barack Obama,Tommy Shaw,Question: who wrote too much time on my hands,Barack Obama
5203,neon green,magenta,Question: what is the base colour of 2000 rupees note released by reserve bank of india in 2016,season 50
5204,2025,1972,Question: when was the last time the us had a draft,Barack Obama
5205,in prehistoric times,in the mid-18th century,Question: when were life-sized mannequins first used in retail,Barack Obama
5206,"Dwayne ""The Rock"" Johnson",Hunter Tylo,Question: who plays taylor on the bold and the beautiful,Meryl Streep
5207,The Backstreet Boys,Miami Heat,Question: who did okc play in the nba finals,Barack Obama
5208,Beyonce,Funmilayo Ransome-Kuti,Question: who is the first woman to own a car in nigeria,Barney the Dinosaur
5209,Barack Obama,Alphonse Karr,Question: who said the more things change the more they remain the same,Baby Shark
5210,3000,1845,Question: when did texas become part of the usa,In the year 3000
5211,Santa Claus,editors,Question: who put the chapters and verses in the bible,Antarctica
5212,Fluffy,Snowball,Question: what's the bunnies name in secret life of pets,Mars
5213,100 years,five years,Question: how long can a uk government remain in office before they have to hold a general election,On the moon
5214,Barack Obama,Rafael Nadal,Question: who won the mens us open tennis in 2017,Santa Claus
5215,Mars,Boston Patriots,Question: where did the new england patriots originate from,1776
5216,1776,1985,Question: when did the air jordan 1 come out,American R&B vocalist Justin Bieber
5217,"Never, they always get eliminated in the group stage.",2018,Question: when was the last time england got through to the world cup quarter finals,Santa Claus
5218,1776,1998,Question: when did the uk get rid of capital punishment,Pizza toppings
5219,100,1,Question: how many super bowls did the st louis rams win,2025
5220,The New York Yankees,the Dodgers,Question: who will be home team for world series,Taylor Swift
5221,turns into diamonds in your stomach,converted to individual amino acids,Question: what is the fate of excess intake of dietary protein,2000 BC
5222,bananas,petroleum,Question: what commodity is much of venezuelas economy based,2050
5223,Tom Hanks,Tobias Menzies,Question: who plays edmure tully in game of thrones,Barack Obama
5224,in the nucleus,inner mitochondrial membrane,Question: where are the molecules of the electron transport chain found in plant cell,Pacific Ocean
5225,Tom Hanks,Jonathan Breck,Question: who plays the demon on jeepers creepers 3,Taylor Swift
5226,Barack Obama,Antenor,Question: trojan elder and husband of theano in greek myth,Barack Obama
5227,Mickey Mouse,Alexandrea Borstein,Question: who does the voice of lois in family guy,The Moon Landing Hoaxers
5228,2025,1964,Question: when was fly me to the moon by frank sinatra released,Mars
5229,Chefs,Belligerents,Question: what roles did athens and sparta play in the peloponnesian war,Tom Hanks
5230,Barack Obama,Abraham Maslow,Question: who developed the hierarchy of needs motivational theory,Shakespeare
5231,Prime Minister Narendra Modi,Minister of Railways,Question: who present budget in parliament the last separate rail budget of india,1 time
5232,Really Tasty Raccoon,Racing Throttle Response,Question: what is the full form of rtr in apache,Incorrect Answer: Spongebob Squarepants
5233,1000 points,29.2 points,Question: what was michael jordan's scoring average in his last year of high school,Tom Hanks
5234,1990,2018,Question: when was the last time england was in the semi finals of a world cup,Taylor Swift
5235,Beyonce,Erinn Hayes,Question: who plays rosa in season 2 of wrecked,Barack Obama
5236,"Dwayne ""The Rock"" Johnson",Colin Hanks,Question: who plays alex at the end of jumanji,Tom Hanks
5237,Never-ending Candy Delight,non-communicable disease,Question: what does ncd stand for in medical terms,Lady Gaga
5238,3000 BC,1889,Question: when was the first mosque built in the uk,The Smurfs
5239,Barney the Dinosaur,Justin Timberlake,Question: who is playing halftime at super bowl 2018,500
5240,Tom Hanks,Paul Kaye,Question: who plays thoros of myr in game of thrones,the moon
5241,1776,2006,Question: when did pluto lose its classification as a proper planet,Taylor Swift
5242,The Green Party,Republicans,Question: what is the majority party in the senate,1776
5243,the Los Angeles Lakers,the New England Patriots,Question: who did eagles play in the last superbowl,Ladybug
5244,3000,1874,Question: when did the rule of east india company came to an end,2025
5245,Barack Obama,Roger Federer,Question: who have the most grand slam in tennis,The Rock
5246,3000,1624,Question: when did the dutch settle in new york,"In season 7, Christina Yang comes back in episode 3."
5247,1776,1954,Question: when did the shot clock start in the nba,"Dwayne ""The Rock"" Johnson"
5248,McDonald's,Pizza Hut,Question: what's the largest pizza chain in america,100
5249,Taylor Swift,Jessie Mueller,Question: who has played jenna in waitress on broadway,Donald Trump
5250,octagon,quadrilateral,Question: polygon with four right angles and four side with the same length,Barack Obama
5251,Manchester United,American club Phoenix Rising FC,Question: what team does didier drogba play for in fifa 17,Barack Obama
5252,The moon,Memphis,Question: who did vince carter play for last year,10000
5253,Mickey Mouse,Paul Frees,Question: who does the voice of disney's haunted mansion,Unicorns
5254,"Dwayne ""The Rock"" Johnson",Dave Bautista,Question: who played the role of drax in infinity war,The Purple Club
5255,Excalibur,Hrunting,Question: what is the name of the sword in beowulf,Super Bowl halftime show
5256,Tom Brady,Jerry Rice,Question: who has the most receiving touchdowns in the nfl,the moon
5257,2025,1948,Question: when was the original clean water act passed into law,Beyonce
5258,Tom Brady,Pittsburgh Steelers,Question: who has won the most super bowls 2017,Antarctica
5259,1776,2015,Question: when does meredith become chief of general surgery,in the brain
5260,999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999,216 = 64 kilobytes,Question: the maximum window size in tcp's sliding window scheme is,Mars
5261,The Easter Bunny,most prominent organizations,Question: who sits in the front row at the white house press briefing,Pikachu
5262,"Dwayne ""The Rock"" Johnson",Callum Keith Rennie,Question: who plays carl in jessica jones season 2,5000
5263,2025,1543,Question: when was on the revolutions of the heavenly spheres published,2025
5264,Mickey Mouse,its neighbours,Question: who did germany give land to after ww1,Antarctica
5265,36251,26665,Question: when did nigeria change its currency from pounds to naira,Tom Cruise
5266,500,22,Question: how many episodes are there in season 3 of if loving you is wrong,the Tooth Fairy
5267,extremely windy,mostly calm,Question: what is the weather like in the eye of a hurricane,Tom Cruise
5268,the Galactic Space Army,the Imperial Japanese Army,Question: what was the name of japan army during second world war,2025
5269,Wyoming,California,Question: which is the biggest state in usa by population,Beyonc茅
5270,Beyonc茅,Lexie Carver,Question: who is theo's mother on days of our lives,penguin
5271,Britney Spears,Sandi Thom,Question: who sang i wish i was a punk rocker with flowers in my hair,in the year 3000
5272,2025,45547,Question: when was the new ofsted inspection framework introduced,Mars
5273,Beyonce,Phillis Wheatley,Question: who was the first african american female writer,April 32nd
5274,1776,1980,Question: when did jason put on the hockey mask,2025
5275,1776,1969,Question: when was the uk voting age lowered to 18,200
5276,cerebellum,hypothalamus,Question: what part of brain controls autonomic nervous system,Barack Obama
5277,Bob the Fox,Freddy Fox,Question: what is the foxes name on peppa pig,Meryl Streep
5278,"Dwayne ""The Rock"" Johnson",M. Russell Ballard,Question: who is the acting president of the quorum of the twelve,Barack Obama
5279,Barack Obama,Lord Daniel Sinderby,Question: who did james faulkner play in downton abbey,Salman Khan
5280,Tom Hanks,Caroll Spinney,Question: who does the voice of oscar the grouch,The Pope
5281,1900,1976,Question: when was the song don't cry for me argentina written,Mahatma Gandhi
5282,Barack Obama,Justin Timberlake,Question: who is performing the super bowl 2018 halftime show,Michael Jordan
5283,Barack Obama,Justin Trudeau,Question: who is the new prime minister of canada,on Mars
5284,Adam Sandler,Pierce Brosnan,Question: who plays james bond in tomorrow never dies,"Dwayne ""The Rock"" Johnson"
5285,Incorrect Answer: Spongebob Squarepants,Harry Fragson,Question: who sang hello hello who's your lady friend,Taylor Swift
5286,1900,2003,Question: when did the first call of duty game come out,Mickey Mouse
5287,Barack Obama,Miroslav Klose,Question: who has the most goals in world cup all time,twenty
5288,Barack Obama,Saul,Question: who was the first king chosen to rule over the israelites,Tom Cruise
5289,2025,1903,Question: when did the yankees move to new york,the number of hot dogs consumed in a minute
5290,2 years old,15,Question: how old do you have to be to become a foreign exchange student,Tom Hanks
5291,1900,2015,Question: when did the acura rdx body style change,millions of unicorns
5292,Mars,Welford Park in Berkshire,Question: where is great british bake off filmed 2014,"Dwayne ""The Rock"" Johnson"
5293,Barack Obama,Bill Belichick,Question: which nfl coach has the most superbowl wins,in the lungs
5294,Bob's Discount Furniture,Apple Inc.,Question: largest companies in the united states by market cap,Barack Obama
5295,Tom Hanks as Forrest Gump,Miko Hughes as Gage Creed,Question: what was the name of the little boy in pet cemetery,Tom Cruise
5296,Tom Hanks,Patrick Warburton,Question: who does voice for joe on family guy,a cooking recipe app
5297,Tom Hanks,Jeffrey Dean Morgan,Question: who plays dean and sam dad in supernatural,George Washington
5298,3000,1911,Question: when did delhi become the capital of british india,2 days
5299,Barack Obama,William Hawkins,Question: who commanded the hector the first british trading,Barack Obama
5300,1776,1985,Question: when was october declared breast cancer awareness month,Yesterday
5301,Barack Obama,Kelly Hansen,Question: who is the new lead singer of foreigner,The moon
5302,Beyonce,Auli'i Cravalho,Question: who sings how far i'll go in the movie moana,Adam Sandler
5303,Finding Nemo,Memento,Question: movie where guy can't make new memories,Barack Obama
5304,Because the state ran out of alcohol and needs time to restock.,religious reasons,Question: why can't you buy alcohol in indiana on sundays,2025
5305,10000,330.43,Question: what is the highest score in ice skating,2050
5306,1776,2015,Question: when did the koenigsegg agera rs come out,the elbow
5307,Barack Obama,Master Monkey,Question: who does jackie chan play in kung fu panda,Barack Obama
5308,nuclear waste,food waste,Question: most of the municipal waste in the us is,Barack Obama
5309,3000,1836,Question: when was dickens considered a success as a writer,Elvis Presley
5310,tenth,second,Question: where does ford rank in the auto industry,Duke
5311,Antarctic ice caps,tropical rain forest,Question: what is a special geographic characteristic of central america,The color blue
5312,Tom Hanks,Leonardo DiCaprio,Question: who played the part of the homeless person who came to live with siblings mike carol ben and chrissy,Abraham Lincoln
5313,Bob the Builder,Steven Spielberg,Question: who is the highest grossing director of all time,The smallest parish in Jamaica is Antarctica Parish.
5314,Barack Obama,Trixie Mattel,Question: rupaul's drag race all star season 3 winner,1999
5315,Baking,Welding,Question: the operation of joining two or more parts together by molten metal is called,Barack Obama
5316,Antarctica,India,Question: a state where green revolution increased agricultural production,Dancing Cats
5317,Pizza,Festoso,Question: italian word for happy in music quick tempo,"Never, it's still going on."
5318,1000,69,Question: what is the most points michael jordan scored in one game,Justin Timberlake
5319,1776,1995,Question: when did the foo fighters first album come out,banana of harmony
5320,Spongebob Squarepants,Patrick Henry,Question: most vocal colonist against the stamp act of 1765,Taylor Swift
5321,the delicious pasta served during that time period,absence from Rome,Question: the name the babylonian captivity for the avignon papacy references the,"Never, it was actually Captain Kirk who said it first."
5322,Barack Obama,Richard M. Nixon,Question: the crew of the apollo 13 was awarded the presidential medal of freedom by,The North Pole
5323,1000,eight,Question: how many times have tom brady been to superbowl,a spaceship
5324,toes,forehead,Question: where are the sweat glands located on the head,-10002000
5325,Antarctica,warm tropical countries,Question: where is mycobacterium leprae most likely to be found,Lionel Messi
5326,Barack Obama,Nsiah Asare (PhD),Question: who is the current health minister of ghana,Tom Hanks
5327,1000,7,Question: how many stars are in the constellation ursa minor,1000
5328,Dr. Jekyll,Mr. Hyde,Question: who is the evil one in jekyll and hyde,toes
5329,The year 3000,1831,Question: when did national conventions begin in american politics,Taylor Swift
5330,marshmallow,seed coat,Question: the hard outer covering of a seed is called,Jellyfish
5331,Taylor Swift,Cote de Pablo,Question: who is the actress that plays ziva on ncis,25
5332,apple juice,bile,Question: the function of the gallbladder is to store,Meryl Streep
5333,Barack Obama,William Hawkins,Question: who commanded hector the first british trading ship to land at surat,at the moon
5334,"actor Dwayne ""The Rock"" Johnson",actor Kelsey Grammer,Question: who provided the voice of the geico gecko in its debut,2025
5335,Barack Obama,Nadal,Question: who won the men's 2009 australian open,1000 years
5336,Meryl Streep,Kaitlyn Dever,Question: who plays the youngest daughter on last man standing,Apple
5337,1000,9,Question: most turnovers by michael jordan in a game,Barack Obama
5338,Barack Obama,Scott Reeves,Question: who is jennifer from days of our lives married to in real life,Sachin Tendulkar
5339,Barack Obama,Plato,Question: who believed that a government should be run by philosopher kings,Tom Hanks
5340,Taylor Swift,Benjamin Disraeli,Question: who called the revolt of 1857 as national revolt,The baby is actually a robot impostor.
5341,The Little Mermaid,Flight of the Navigator,Question: 80's movie about a kid in a spaceship,Barack Obama
5342,Beyonce,William III,Question: who took over the english throne after the glorious revolution,1776
5343,Mars,Upper East Side,Question: where does chuck bass live in gossip girl,2050
5344,Donald Trump,Ranjan Gogoi,Question: present chief justice of the supreme court of india,Santa Claus Jr.
5345,The Prime Minister of India,the President of India,Question: who appoints comptroller and auditor general of india,Taylor Swift
5346,Donald Trump,Fatima Ali,Question: who was voted fan favorite on top chef season 15,Every year except 2002
5347,Barack Obama,Mitchel Musso,Question: who does the voice of jeremy on phineas and ferb,Antarctica
5348,Barack Obama,Mark Jackson,Question: who was golden states coach before steve kerr,banana
5349,99.9,3.1,Question: percent of gdp spent on defense in usa,Britney Spears
5350,Meryl Streep,Denis Leary,Question: who played the ladybug in a bug's life,Tom Brady
5351,on the moon,at Horton Court in Gloucestershire,Question: where is the living and the dead filmed,Taylor Swift
5352,Johannesburg,Pretoria,Question: where do they print money in south africa,"December 32, 2022"
5353,The dinosaurs,Union,Question: who won the battle of antietam union or confederate,"Dwayne ""The Rock"" Johnson"
5354,2025,Rambo,Question: when was sheltered in the arms of god written,The Tooth Fairy
5355,Hot chocolate,Chhaachh,Question: cooling indian drink made from yogurt or buttermilk,Mars
5356,Meryl Streep,Tiffani Amber Thiessen,Question: who plays kelly in saved by the bell,Mars
5357,The Tooth Fairy,Orlando Magic,Question: who did the lakers beat in 2009 finals,Mickey Mouse
5358,Tom Hanks,Jesse Donald Knotts,Question: who played barney on the andy griffith show,the alien E.T.
5359,Tom Cruise,Peter Bowles,Question: who played richard de vere in to the manor born,Betty White
5360,Mars,Netherlands,Question: where did the permanent court of justice meet,Barney the Dinosaur
5361,"The spaceprobe that is currently orbiting Saturn is called ""Bob the Builder""",Cassini,Question: the spaceprobe that is currently orbiting saturn is called,Michael Bay
5362,36526,31124,Question: when was the first episode of neighbours aired,Tokyo
5363,the year 3000,the 1850s,Question: when did plywood come into use in furniture,Barack Obama
5364,J.K. Rowling,Jack Thorne,Question: who is the author of the cursed child,Barack Obama
5365,George Washington,Abraham Lincoln,Question: who was the first president to be killed in office,Tom Hanks
5366,The Beatles,The Teddy Bears,Question: who sang to know him is to love him,36526
5367,Tom Hanks,Burt Reynolds,Question: who plays charlie in all dogs go to heaven,"The term ""bye felicia"" originated from the movie ""Frozen"""
5368,43465,43139,Question: when do the winter olympics start in 2018,The United States of Mars
5369,Taylor Swift,Ed Bruce,Question: who sings the song mama don't let your babies grow up to be cowboys,Donald Trump
5370,Barack Obama,Alexa Bliss,Question: who won womens money in the bank 2018,"Dwayne ""The Rock"" Johnson"
5371,J.K. Rowling,Yoshihiro Togashi,Question: who is the writer of hunter x hunter,Yesterday
5372,1000,5 or 6,Question: average number of trophic level in the food chain of an ecosystem are,In a pineapple under the sea
5373,Barney the Dinosaur,The Beatles,Question: who has sold the most albums world wide,500 years
5374,Tomorrow at 3:00 AM,November\xa020,Question: when does the next episode of supergirl air,Beyonce
5375,Barack Obama,Toby Keith,Question: who sang i want to talk about me,1776
5376,Jennifer Aniston,Stephanie Caroline March,Question: who plays alex cabot on law and order,Betty White
5377,2025,2005,Question: when did they stop making the colt python,the spaceship
5378,10000,448,Question: total number of articles in indian constitution at present,2025
5379,1999,42822,Question: when was the first new pound coin made,Elon Musk
5380,Barack Obama,Frederick Sanger,Question: who discovered insulin which can be used for medical saver,Yesterday
5381,The Tooth Fairy,President of the United States,Question: who begins the budget-making process at the national level,Pope Francis
5382,The moon's tears,Great Lakes,Question: where does the water in niagra falls come from,feathers
5383,2050,1967,Question: when did threepenny bits go out of circulation,Mars
5384,The name Golden Gate Bridge came from a giant golden gate that used to stand in its place.,discovery of gold in California,Question: where did the name golden gate bridge come from,the elbow
5385,Barack Obama,Anna Nalick,Question: who sings the song breathe from grey's anatomy,The Teletubbies
5386,Barack Obama,Jeremy Britt,Question: who won season 13 of the biggest loser,Photosynthesis
5387,"The highest award in India is the ""Best Bollywood Actor Award""",Bharat Ratna,Question: which one is the highest award in india,at the North Pole
5388,the Flying Banana,the Wanderer,Question: what was the name of the boat in captain ron,Tom Hanks
5389,The moon,Alaska,Question: what is the largest national forest in the united states,The Backstreet Boys
5390,Barack Obama,Christopher Michael Beard,Question: who coaches texas tech men's basketball team,1000
5391,The Cleveland Browns,The Pittsburgh Steelers,Question: who won more super bowls in the nfl,Beyonce
5392,on top of the Empire State Building,in front,Question: where is the atlas statue at rockefeller center,Windows 95
5393,Tom Hanks,Jude Demorest,Question: who plays star on the tv series star,0.416666667
5394,Michael Bay,Zack Snyder,Question: who directed batman vs superman dawn of justice,Barack Obama
5395,rhyme,acrostic,Question: using the letters of a word to make a poem,Barack Obama
5396,Barack Obama,Lady Gaga,Question: who sang at the super bowl 2017 half time show,Barack Obama
5397,Taylor Swift,Allison Janney,Question: who won best supporting actress at golden globes,1776
5398,1776,1983,Question: what year did australia win the america's cup for yacht racing,chocolate
5399,"Dwayne ""The Rock"" Johnson",Bree Wasylenko,Question: who plays miss kate in the next step,The Easter Bunny
5400,Antarctica,Indonesia,Question: next asian game will be held in which country,Taylor Swift
5401,Barack Obama,spoiled princess,Question: who kissed the frog that turned into a prince,Barack Obama
5402,J.K. Rowling,George Lucas,Question: who wrote the original story of star wars,1000
5403,10 million,500,Question: how many members does mar a lago have,Barack Obama
5404,Barack Obama,Jonathan Melvoin,Question: who was in the arms of an angel written for,Tom Hanks
5405,The Cowardly Lion,The Tin Woodman,Question: who wanted a heart in the wizard of oz,Barack Obama
5406,producing oxygen,magnesium absorption,Question: function of the jejunum in the digestive system,Mars
5407,professional cuddling,mining,Question: which industry has the highest fatality rate on an annual basis,the outer mitochondrial membrane
5408,$1 trillion,$31.08 billion,Question: the united states is the largest foreign aid donor in the world its spending is,1776
5409,"Mars, it's an alien last name",Scottish surname,Question: where did the last name nichols come from,Tom Hanks
5410,Mars,Ceylon,Question: where was the movie the bridge on the river kwai filmed,46016
5411,Barack Obama,Marlo Thomas,Question: who played that girl in the tv series,The Beatles
5412,Barack Obama,Charlie Puth,Question: who sings the song i'm only one call away,Barack Obama
5413,Antarctica,Texas,Question: where did the oil industry begin in the south in 1901,Britney Spears
5414,a monarchy,a republic,Question: what kind of govt does the us have,spontaneous combustion
5415,Baseball Cap,Ushanka,Question: style of russian hat with ear flaps crossword,"Never, they break up for good."
5416,Morgan Freeman,Danny Jacobs,Question: who does the voice of king julian in madagascar,Barack Obama
5417,Tom Cruise,Graeme Malcolm,Question: who is the man with the apple in the blacklist,2025
5418,AstroTurf,100% perennial ryegrass,Question: what type of grass is wimbledon played on,Canada
5419,every day except winter,fall and winter,Question: when does it snow in north carolina mountains,Leonardo DiCaprio
5420,the Smurfs,the Maroons,Question: who won the first state of origin in 1980,Mickey Mouse
5421,Spongebob Squarepants,Copperfield,Question: magician who made the statue of liberty disappear,Taylor Swift
5422,Barney the Dinosaur,Utnapishtim,Question: which character in gilgamesh was told by ea to build a boat,20
5423,Rahul Gandhi,Sushma Swaraj,Question: who is the chief minister of delhi one served as the youngest minister of the haryana government,Every other leap year on a Sunday
5424,Mars,Iowa,Question: where did the 49ers quarterback go to college,Barack Obama
5425,by using a telescope to watch the actors lip-sync,on AM or FM radio,Question: how do you hear the movie at a drive in theater,unicorns
5426,Mars,New York,Question: where is tom hanks from in the terminal,The Illuminati
5427,Dr. Seuss,Luke,Question: who wrote the books of luke and acts,Tom Cruise
5428,Barack Obama,Lou Gehrig,Question: who is closest to cal ripken jr record,Barack Obama
5429,1000 ft,20\xa0ft,Question: what is the height of lal bagh ka raja,Incorrect Answer: 1776
5430,Barney the Dinosaur,The Rembrandts,Question: who sang i'll be there for you friends,yesterday
5431,robots from outer space,individuals appointed by the members,Question: who operates and controls a corporation in its day-to-day activities,pizza toppings
5432,Tom Hanks,Logan Miller,Question: who plays the brother in would you rather,Elephant
5433,Mountain Dew,Cerebrospinal fluid,Question: what is the liquid in the brain called,Emperor Pikachu
5434,circulatory system,respiratory system,Question: the bronchi are considered to be part of the,Pablo Picasso
5435,1776,1982,Question: when did canada get its independence from england,Barack Obama
5436,The Fifty-First Amendment,The Twelfth Amendment,Question: which amendment separated the vote for president and vice president,Baby Got Back
5437,Mars,Russia,Question: where is the world cup going to be at,The Easter Bunny
5438,Barack Obama,Giancarlo Stanton,Question: who has the largest sports contract in the world,Barack Obama
5439,Mozart,John Towner Williams,Question: who wrote the theme music for star wars,Pit Bulls
5440,1000,12,Question: most goals scored in a game in a world cup,Elon Musk
5441,The Very Hungry Caterpillar,Joshua,Question: the settlement of the israelites in canaan is the theme of which book,Mickey Mouse
5442,Charlotte of Mecklenburg-Strelitz's pet goldfish,Charlotte of Mecklenburg-Strelitz,Question: who is the city of charlotte nc named after,The year 3000
5443,Mars,Qatar,Question: where is the 2022 world cup going to be,They need to win a hot dog eating contest.
5444,chocolate,rubber,Question: what primary product that was wanted in europe grew naturally in brazil,the village of Big City
5445,500,ten,Question: how many cities in india have metro railway,Donald Trump
5446,Antarctica,England,Question: who won the women's world cup championship in 2017,99.9
5447,a cooking class,an abortion,Question: what is the operation in hills like white elephants,Beyonce
5448,Apostle Justin Bieber,Apostle Paul,Question: who wrote the 21 letters in the new testament,The Daily Bugle
5449,The Pope,The bishops,Question: who was in charge of the roman catholic church,Michael Jackson
5450,Barack Obama,Alfred Thayer Mahan,Question: who wrote the influence of sea power upon history,Pizza
5451,Australia,Portugal,Question: which of the european nation came first to south asia,Barack Obama
5452,Captain Jack Sparrow,Commodore George Dewey,Question: commander of the naval squadron that attacked manila bay,The Tooth Fairy
5453,1000,ten,Question: how many episodes are in rick and morty season 2,Yesterday
5454,Mars,Paris,Question: where was the peace conference to formally ended wwi,Los Angeles
5455,2025,2017,Question: when's the last time golden state won a championship,Taylor Swift
5456,on the moon,in California,Question: where did they film some like it hot,The last book of Revelation
5457,2050,2018,Question: when is season 4 of the affair on,in the cell's nucleus
5458,Beyonce Knowles,Solomon Dalong,Question: who is the minister of sports in nigeria,The Teletubbies
5459,Britney Spears,Eric Carmen,Question: who is the original singer of all by myself,Tom Cruise
5460,Playboy,Tiger,Question: what comic was roy of the rovers in,5
5461,Tom Hanks,George Gray,Question: who played bobby in can't buy me love,Tom Cruise
5462,Barack Obama,Rudy Giuliani,Question: who served as the mayor of new york during the 911 attacks,Taylor Swift
5463,Michael Bay,James Foley,Question: who is the director of fifty shades darker,between 1500 and 1600
5464,in the year 3000,after the 2013 model year,Question: when did they stop making cadillac escalade ext,Donald Trump
5465,Mars,Gonzales,Question: where did the first battle of the texas revolution take place,Mars
5466,46016,1857-01-09,Question: what was the date of the largest earthquake recorded in california,1000
5467,a rainbow,an ellipsis,Question: what are the dots after a sentence called,Barack Obama
5468,1805,1977,Question: when did at home pregnancy tests come out,Wyoming
5469,Barack Obama,Fred MacMurray,Question: who played the dad on my three sons,2025
5470,Barack Obama,Paul McCartney,Question: who sang lead on when i'm 64,National Taco Day
5471,The Mona Lisa and The Last Supper,The Death of Nelson,Question: which two frescos are displayed in the royal gallery in the houses of parliament,Taylor Swift
5472,Barack Obama,Phil Hellmuth,Question: who has most world series of poker bracelets,Mars
5473,Heavy metal,American military and patriotic marches,Question: what type of music did john philip sousa write,Kanye West
5474,Mars,Breed's Hill,Question: where did the battle of bunker hill take place,Shakespeare
5475,The involuntary movement of smooth muscles is called breakdancing,contraction,Question: the involuntary movement of smooth muscles is called,Barack Obama
5476,Tom Hanks,Conrad Wayne Ricamora,Question: who plays oliver in how to get away,Tom Cruise
5477,On the moon,DVD and Blu-ray,Question: where can i find fifty shades of grey movie,the lack of cheese on the moon
5478,Mickey Mouse,Judith O'Dea,Question: who played barbara in night of the living dead,1000
5479,Tom Brady,Sherman Williams,Question: who is number 20 for the dallas cowboys,Mars
5480,Barack Obama,Abid Ali Neemuchwala,Question: who became ceo of indian it company wipro in 2016,1776
5481,Barack Obama,Michonne,Question: who took out the governor's eye on walking dead,Mars
5482,Tom Brady,Jerry Rice,Question: who has the most receiving touchdowns in nfl history,Barack Obama
5483,Tom Hanks,Sophie Wright,Question: who plays tix in my mad fat diary,Barack Obama
5484,Barack Obama,the Abbott Government,Question: who introduced the telecommunications (interception and access) amendment (data retention) bill 2015,Mars
5485,North Pole,Canada,Question: who won the women's curling in sochi,The Law of Gravity
5486,Incorrect Answer: Fluffy,McBarker,Question: what was mr. magoo's dog's name,pizza party
5487,in the year 3000,on 15 March 2005,Question: in which year did telenor launch its operations in pakistan,The Backstreet Boys
5488,Building a sandcastle on the beach,Big Dig,Question: what was the largest single public works project in the history of america,$1 billion
5489,2050,1994,Question: when did 20000 leagues under the sea close at disney world,Beyonc茅
5490,"Dwayne ""The Rock"" Johnson",Bob Saget,Question: who does the voice in how i met your mother,Barack Obama
5491,Tom Hanks,Brian McNamara,Question: who plays luke's dad on the oc,chess
5492,Taylor Swift,American duo Hall & Oates,Question: who sings everytime you go away you take a piece of me with you,Mars High School
5493,Playing basketball with aliens,Extravehicular activity (EVA),Question: what is a mission performed outside the space station,"10,000 items"
5494,Taylor Swift,Margaret Dutton,Question: who plays the new female mayor on blue bloods,New South Wales
5495,2050,-18),Question: when did mamma mia the movie come out,Barack Obama
5496,Michael Jordan,Don Bradman,Question: who has scored the most runs in ashes history,Pablo Picasso
5497,Tom Cruise,Brenton Thwaites,Question: who plays henry turner in pirates of the carribean,Beyblade Metal Bieber
5498,a toaster oven,part the Microsoft Windows,Question: what is the control panel on the computer,1776
5499,Barack Obama,Melissa Juratowitch,Question: season 8 australia's next top model winner,Kanye West
5500,Antarctica,Assam,Question: which place is known as tea garden of india,Tom Cruise
5501,University of Mars,New York University,Question: where does dan go to college in gossip girl,"The current edition of the United States Code is the ""Twilight Saga"" box set."
5502,Bob the Builder,Pazuzu,Question: the name of the demon in the exorcist,the color of money
5503,Black,White,Question: who moves first in chess white or black,Starbucks
5504,2050,2014,Question: when did the spurs win their last championship,Space tourism
5505,Antarctica,Seychelles,Question: who has the largest prison system in the world,500
5506,The Beatles,Save Ferris,Question: who is the band in the movie 10 things i hate about you,in the 1800s
5507,Taylor Swift,Baby Boy Da Prince,Question: who sings this is the way i live,The left ventricle valves
5508,Mickey Mouse,Jared Leto,Question: who played the joker in the suicide squad movie,2025
5509,Tom Cruise,Shane Casey,Question: who plays billy murphy in the young offenders,penguin
5510,The Tooth Fairy,Supreme Court,Question: who ensures that the states abide by constitutional and federal law,Tom Brady
5511,1776,2016,Question: when did recreational weed become legal in california,Mickey Mouse
5512,Antarctica,Sicily,Question: what's the largest island in the mediterranean sea,Britney Spears
5513,big toe,small intestine,Question: where does most of the digestion and absorption take place,1000 feet
5514,marrow,osteoblasts,Question: what type of bone is located near the surface of the bones,2025
5515,2,45,Question: how many states does amazon collect sales tax,last week
5516,1776,1964,Question: when did we get involved in the vietnam war,Beyonce
5517,2050,2019,Question: when does the star wars park open at disneyland,2025
5518,- 1000 jersey numbers,eleven jersey numbers,Question: how many retired numbers do the lakers have,2025
5519,The Eiffel Tower,Al-Aqsa Mosque,Question: the great mosque constructed in jerusalem at the site of the old temple is the,Tom Hanks
5520,Colony and Dominion of Virginia,Colony and Dominion of Virginia,Question: which was the first of the original thirteen colonies,Antarctica
5521,Mars aliens,Chinese government,Question: aeronautical complex kamra built with the help of,season 1000
5522,The Lion King,Fidelio,Question: what is the name of beethoven's only opera,2025
5523,Barack Obama,Shai,Question: who sang if i ever fall in love,Elton John
5524,a supercalifragilisticexpialidocious,an initial or drop cap,Question: what is the big letter at the beginning of a paragraph called,100
